#po Enhancers
#Created from ./po_gal5/po_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by X20180716.F_TKD180701835_1.fq.gz.rmdup.bam
#Using cutoff of 15327.2206 for Super-Enhancers
#Created on Oct 23 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20180716.F_TKD180701835_1.fq.gz.rmdup.bam	X20180716.IN_TKD180701837_1.fq.gz.rmdup.bam	enhancerRank	isSuper
3_po.27ac_peak_3852_lociStitched	12	1396155	1401901	3	4982	11670.7006	2151.3024	1104	0
2_po.27ac_peak_1101_lociStitched	1	59618347	59630306	2	2144	14201.3125	4687.928	1105	0
4_po.27ac_peak_16200_lociStitched	7	7940270	7952100	4	2358	13505.128	3997.357	1106	0
6_po.27ac_peak_7743_lociStitched	2	65054362	65062820	6	4279	12489.0828	3000.8984	1107	0
4_po.27ac_peak_17151_lociStitched	8	24437783	24454813	4	3261	15940.08	6456.073	1108	0
5_po.27ac_peak_6634_lociStitched	19	6837483	6846312	5	4506	12355.3026	2880.0198	1109	0
5_po.27ac_peak_7465_lociStitched	2	50002537	50016076	5	3941	14071.0827	4610.0295	1110	0
3_po.27ac_peak_14956_lociStitched	5	37966495	37974846	3	3251	12762.8333	3307.8311	1111	0
2_po.27ac_peak_17616_lociStitched	9	15369392	15374757	2	4794	11124.3275	1669.588	1112	0
5_po.27ac_peak_12922_lociStitched	4	1178605	1189001	5	2333	13376.5332	3947.3612	1113	0
4_po.27ac_peak_13964_lociStitched	4	66404735	66414827	4	2835	12957.1188	3528.1632	1114	0
2_po.27ac_peak_4302_lociStitched	12	18435470	18448161	2	2823	13999.4421	4572.5673	1115	0
3_po.27ac_peak_17987_lociStitched	AADN04002149.1	6213	12339	3	2686	12910.545	3489.9822	1116	0
3_po.27ac_peak_16546_lociStitched	7	28000706	28022386	3	2753	15518.544	6111.592	1117	0
3_po.27ac_peak_6721_lociStitched	19	9188205	9194802	3	5310	11589.6096	2194.8219	1118	0
5_po.27ac_peak_4743_lociStitched	13	17093915	17100779	5	4623	11939.2416	2545.1712	1119	0
3_po.27ac_peak_9345_lociStitched	20	13995354	14002269	3	4035	12218.1135	2830.3095	1120	0
5_po.27ac_peak_14057_lociStitched	4	76967560	76976843	5	3703	12026.1265	2670.7191	1121	0
2_po.27ac_peak_3484_lociStitched	11	1374636	1388389	2	2794	14517.6668	5187.6316	1122	0
5_po.27ac_peak_12519_lociStitched	3	96256004	96270522	5	2521	14037.4542	4715.4464	1123	0
6_po.27ac_peak_8494_lociStitched	2	128467969	128478641	6	4404	12084.9728	2762.9808	1124	0
3_po.27ac_peak_14134_lociStitched	4	83745924	83758651	3	1967	14041.6991	4728.0805	1125	0
4_po.27ac_peak_17037_lociStitched	8	16508770	16516232	4	4358	11666.0908	2354.261	1126	0
4_po.27ac_peak_1218_lociStitched	1	66982486	66991423	4	2635	12838.0005	3531.0087	1127	0
7_po.27ac_peak_18595_lociStitched	Z	31970712	31980040	7	4044	11121.7744	1815.2288	1128	0
5_po.27ac_peak_16915_lociStitched	8	11600649	11616327	5	3071	14759.2692	5457.5118	1129	0
6_po.27ac_peak_12063_lociStitched	3	56227321	56240445	6	3261	14121.424	4825.6948	1130	0
4_po.27ac_peak_11104_lociStitched	3	3234319	3240404	4	4232	11689.8935	2424.264	1131	0
3_po.27ac_peak_15057_lociStitched	5	43521037	43532852	3	2501	13512.8155	4254.5815	1132	0
5_po.27ac_peak_596_lociStitched	1	39385561	39396364	5	3137	12770.2263	3513.1356	1133	0
5_po.27ac_peak_738_lociStitched	1	48160278	48176196	5	3167	14803.74	5563.341	1134	0
5_po.27ac_peak_14971_lociStitched	5	38260565	38271283	5	2489	12933.4106	3705.2126	1135	0
3_po.27ac_peak_4713_lociStitched	13	15995612	16000677	3	4597	11203.2735	1981.428	1136	0
4_po.27ac_peak_11326_lociStitched	3	15497100	15508768	4	3532	13967.7628	4751.2096	1137	0
3_po.27ac_peak_11520_lociStitched	3	23105557	23120247	3	4309	13564.746	4349.709	1138	0
3_po.27ac_peak_10291_lociStitched	25	887357	895984	3	2863	12323.6695	3113.4843	1139	0
4_po.27ac_peak_15427_lociStitched	5	58351207	58365868	4	1833	14652.2034	5443.6293	1140	0
3_po.27ac_peak_9748_lociStitched	23	991579	997799	3	3900	11719.724	2512.258	1141	0
4_po.27ac_peak_14895_lociStitched	5	29899291	29905899	4	4166	11423.9104	2238.7904	1142	0
5_po.27ac_peak_3022_lociStitched	10	7512161	7521434	5	3633	12157.8303	2984.9787	1143	0
3_po.27ac_peak_12340_lociStitched	3	76658014	76674464	3	2221	14673.4	5500.88	1144	0
5_po.27ac_peak_18656_lociStitched	Z	47355247	47370598	5	2860	12067.4211	2898.2688	1145	0
4_po.27ac_peak_2410_lociStitched	1	168814226	168821855	4	3704	12365.0832	3199.6026	1146	0
4_po.27ac_peak_3157_lociStitched	10	12658002	12673923	4	3648	14494.4784	5346.2718	1147	0
3_po.27ac_peak_17407_lociStitched	9	5810475	5826498	3	1697	14494.4058	5359.6935	1148	0
3_po.27ac_peak_8394_lociStitched	2	124004653	124019106	3	2678	12893.5213	3763.5612	1149	0
7_po.27ac_peak_16087_lociStitched	7	2445519	2452317	7	5146	11714.3136	2589.3582	1150	0
4_po.27ac_peak_2948_lociStitched	10	3463896	3476422	4	3647	13715.97	4600.7998	1151	0
4_po.27ac_peak_17686_lociStitched	9	18048200	18065875	4	1617	16048.9	6933.9025	1152	0
2_po.27ac_peak_12694_lociStitched	3	107661405	107666593	2	4942	10733.4532	1628.5132	1153	0
4_po.27ac_peak_9777_lociStitched	23	1534601	1545551	4	2479	13350.24	4248.6	1154	0
3_po.27ac_peak_983_lociStitched	1	54261407	54270309	3	2956	12333.721	3242.1084	1155	0
5_po.27ac_peak_11929_lociStitched	3	48656197	48663157	5	4162	11393.52	2309.328	1156	0
4_po.27ac_peak_13046_lociStitched	4	3408228	3414210	4	4774	11094.8154	2021.3178	1157	0
6_po.27ac_peak_14317_lociStitched	5	4735867	4744639	6	4490	11761.4976	2692.1268	1158	0
3_po.27ac_peak_2755_lociStitched	1	190501737	190510619	3	3941	12452.564	3390.2594	1159	0
5_po.27ac_peak_4426_lociStitched	13	3015715	3022198	5	4368	11461.944	2409.7311	1160	0
3_po.27ac_peak_7165_lociStitched	2	22776736	22786881	3	2766	12487.4805	3439.155	1161	0
4_po.27ac_peak_2797_lociStitched	1	193443008	193456242	4	2847	13908.934	4871.4354	1162	0
4_po.27ac_peak_10708_lociStitched	27	4782777	4793691	4	2335	12186.5724	3166.1514	1163	0
3_po.27ac_peak_2595_lociStitched	1	178626069	178644722	3	1332	14799.2902	5784.2953	1164	0
5_po.27ac_peak_10736_lociStitched	27	5137413	5149072	5	2569	13635.2005	4627.4571	1165	0
6_po.27ac_peak_11666_lociStitched	3	30943564	30954582	6	2942	12498.8192	3492.706	1166	0
3_po.27ac_peak_6087_lociStitched	18	3144938	3160147	3	2010	14699.4985	5698.8123	1167	0
4_po.27ac_peak_13425_lociStitched	4	25332382	25341603	4	3231	12074.8995	3084.4245	1168	0
4_po.27ac_peak_14553_lociStitched	5	15877682	15886533	4	3014	12378.1235	3395.2436	1169	0
5_po.27ac_peak_2977_lociStitched	10	5530376	5536783	5	5218	11310.9178	2332.148	1170	0
4_po.27ac_peak_10688_lociStitched	27	4486956	4501553	4	3686	13915.3201	4958.6009	1171	0
2_po.27ac_peak_17390_lociStitched	9	5268844	5275280	2	4280	11803.624	2851.148	1172	0
6_po.27ac_peak_4423_lociStitched	13	2845265	2854379	6	5426	11343.2844	2396.0706	1173	0
4_po.27ac_peak_15988_lociStitched	6	31109554	31127420	4	2027	14993.1472	6047.641	1174	0
7_po.27ac_peak_16526_lociStitched	7	24355885	24363936	7	4846	11358.3508	2421.7408	1175	0
3_po.27ac_peak_11328_lociStitched	3	15565858	15571182	3	4817	10967.9724	2038.5596	1176	0
3_po.27ac_peak_4291_lociStitched	12	16448868	16464201	3	2704	13945.3635	5052.2235	1177	0
5_po.27ac_peak_12876_lociStitched	4	375835	382342	5	4896	11286.3915	2400.4323	1178	0
4_po.27ac_peak_14827_lociStitched	5	28208560	28221242	4	1600	12995.2454	4125.4546	1179	0
4_po.27ac_peak_222_lociStitched	1	15969638	15989081	4	2132	15797.4375	6933.3738	1180	0
2_po.27ac_peak_908_lociStitched	1	52152820	52164690	2	2021	12998.837	4146.191	1181	0
5_po.27ac_peak_1613_lociStitched	1	84625501	84632715	5	5032	11456.5534	2606.4182	1182	0
3_po.27ac_peak_4123_lociStitched	12	9778588	9793113	3	2845	14371.035	5525.31	1183	0
2_po.27ac_peak_1739_lociStitched	1	92323135	92336266	2	2110	13559.0706	4715.3421	1184	0
2_po.27ac_peak_12671_lociStitched	3	106544712	106555110	2	2859	11977.4562	3146.4348	1185	0
3_po.27ac_peak_12823_lociStitched	33	807460	816164	3	3518	11662.4896	2839.2448	1186	0
3_po.27ac_peak_1714_lociStitched	1	91532907	91544824	3	1825	13056.2652	4235.3018	1187	0
4_po.27ac_peak_17424_lociStitched	9	8016181	8034588	4	2547	14904.1479	6083.5135	1188	0
3_po.27ac_peak_16982_lociStitched	8	15020664	15027814	3	4304	11155.43	2353.065	1189	0
4_po.27ac_peak_17868_lociStitched	AADN04000776.1	13776	30143	4	1613	12941.3869	4145.7611	1190	0
3_po.27ac_peak_9544_lociStitched	21	4818789	4826204	3	3580	11465.8145	2678.298	1191	0
2_po.27ac_peak_3856_lociStitched	12	1421260	1434593	2	1317	13728.9901	4945.2097	1192	0
4_po.27ac_peak_17264_lociStitched	8	28833809	28844193	4	1593	12674.7104	3901.2688	1193	0
6_po.27ac_peak_4817_lociStitched	14	2146421	2153730	6	4875	11253.6673	2483.5982	1194	0
3_po.27ac_peak_12836_lociStitched	33	1612367	1630177	3	1246	15719.106	6949.462	1195	0
2_po.27ac_peak_6744_lociStitched	19	9461016	9470602	2	2952	12146.4206	3377.1478	1196	0
3_po.27ac_peak_786_lociStitched	1	49662891	49674600	3	2197	12987.6228	4219.9236	1197	0
5_po.27ac_peak_4692_lociStitched	13	15325111	15331093	5	4635	11159.421	2399.9784	1198	0
6_po.27ac_peak_11097_lociStitched	3	2796104	2802811	6	4231	11039.0513	2281.0507	1199	0
4_po.27ac_peak_5558_lociStitched	15	10833845	10839468	4	3794	10821.4635	2079.9477	1200	0
2_po.27ac_peak_3814_lociStitched	11	19960110	19973541	2	1995	14141.4999	5420.7516	1201	0
6_po.27ac_peak_1089_lociStitched	1	59065434	59074943	6	3115	11521.1044	2801.3514	1202	0
5_po.27ac_peak_5221_lociStitched	15	398821	410667	5	3486	12318.6554	3601.184	1203	0
3_po.27ac_peak_196_lociStitched	1	14315886	14322290	3	4419	11020.0032	2305.44	1204	0
4_po.27ac_peak_14224_lociStitched	5	336292	358779	4	1685	16570.6703	7877.1961	1205	0
4_po.27ac_peak_15840_lociStitched	6	22505921	22511640	4	4011	10820.9199	2140.0498	1206	0
4_po.27ac_peak_10359_lociStitched	25	2610835	2617543	4	4032	11103.7524	2431.65	1207	0
3_po.27ac_peak_11951_lociStitched	3	51013486	51027022	3	2439	13314.0096	4642.848	1208	0
5_po.27ac_peak_3396_lociStitched	11	492513	499642	5	3886	11107.6949	2440.9696	1209	0
5_po.27ac_peak_16174_lociStitched	7	6357632	6364253	5	4536	11401.362	2737.1214	1210	0
3_po.27ac_peak_5978_lociStitched	17	9996340	10012426	3	1239	14305.2798	5660.6634	1211	0
4_po.27ac_peak_15792_lociStitched	6	20052274	20058767	4	5050	10889.4103	2256.3175	1212	0
3_po.27ac_peak_6145_lociStitched	18	5345651	5354680	3	2752	11992.3178	3360.5938	1213	0
5_po.27ac_peak_639_lociStitched	1	44346625	44354128	5	4240	11527.6092	2911.164	1214	0
4_po.27ac_peak_16402_lociStitched	7	16880897	16889696	4	2220	11955.2013	3340.1004	1215	0
3_po.27ac_peak_12674_lociStitched	3	106583003	106592808	3	2321	11818.947	3225.845	1216	0
4_po.27ac_peak_12645_lociStitched	3	105646368	105656013	4	4240	11791.977	3210.8205	1217	0
4_po.27ac_peak_16919_lociStitched	8	11646622	11657919	4	2973	12192.8521	3613.9103	1218	0
5_po.27ac_peak_9325_lociStitched	20	13894750	13907683	5	2755	13163.2074	4592.5083	1219	0
3_po.27ac_peak_5340_lociStitched	15	5082711	5093034	3	2791	12199.7214	3634.7283	1220	0
5_po.27ac_peak_5428_lociStitched	15	6435582	6453696	5	2338	14353.5336	5798.2914	1221	0
4_po.27ac_peak_16167_lociStitched	7	5870527	5882022	4	2570	12182.401	3627.822	1222	0
5_po.27ac_peak_4736_lociStitched	13	16931055	16940210	5	3386	11745.865	3196.0105	1223	0
4_po.27ac_peak_892_lociStitched	1	51753598	51772730	4	1796	16244.9812	7721.6752	1224	0
5_po.27ac_peak_5307_lociStitched	15	4589556	4600127	5	3015	11777.1511	3254.8109	1225	0
4_po.27ac_peak_15657_lociStitched	6	12634338	12639982	4	4790	10377.0584	1855.1828	1226	0
3_po.27ac_peak_2953_lociStitched	10	3763649	3776025	3	1926	12663.1232	4142.2472	1227	0
5_po.27ac_peak_3666_lociStitched	11	11447380	11466528	5	3807	15310.7408	6789.8808	1228	0
3_po.27ac_peak_16443_lociStitched	7	21523195	21535287	3	2579	12495.8728	3980.6864	1229	0
2_po.27ac_peak_12051_lociStitched	3	55449234	55453623	2	3874	10147.8069	1636.6581	1230	0
6_po.27ac_peak_16789_lociStitched	8	5866993	5875271	6	3372	11291.192	2784.7192	1231	0
4_po.27ac_peak_4949_lociStitched	14	4845977	4856682	4	1921	11716.6225	3218.9935	1232	0
5_po.27ac_peak_9837_lociStitched	23	2521274	2528624	5	3837	10962.525	2481.36	1233	0
4_po.27ac_peak_801_lociStitched	1	49871406	49876800	4	3821	10146.6534	1671.0612	1234	0
4_po.27ac_peak_4922_lociStitched	14	4761232	4767979	4	3875	10868.0676	2400.5826	1235	0
3_po.27ac_peak_17769_lociStitched	9	22934110	22941333	3	3701	10945.0119	2478.2113	1236	0
4_po.27ac_peak_5524_lociStitched	15	9383336	9392711	4	2300	12116.25	3666.5625	1237	0
4_po.27ac_peak_6294_lociStitched	18	9101804	9108434	4	3291	10869.885	2447.133	1238	0
4_po.27ac_peak_4619_lociStitched	13	13129639	13147312	4	2308	14845.32	6424.1355	1239	0
6_po.27ac_peak_11876_lociStitched	3	45826748	45833112	6	3933	10655.2452	2275.13	1240	0
2_po.27ac_peak_8084_lociStitched	2	101175621	101184894	2	2685	11231.4576	2859.7932	1241	0
4_po.27ac_peak_13380_lociStitched	4	19980916	19991844	4	2383	11906.056	3540.672	1242	0
5_po.27ac_peak_1635_lociStitched	1	85520042	85526006	5	4317	10281.936	1929.9504	1243	0
3_po.27ac_peak_2128_lociStitched	1	131665154	131675205	3	1794	11620.9662	3274.6158	1244	0
5_po.27ac_peak_10918_lociStitched	28	2687876	2697506	5	3452	11782.305	3436.947	1245	0
5_po.27ac_peak_8159_lociStitched	2	103294755	103302722	5	3297	10682.9503	2338.3145	1246	0
2_po.27ac_peak_5088_lociStitched	14	8872036	8880830	2	2562	11525.4164	3193.1014	1247	0
4_po.27ac_peak_17950_lociStitched	AADN04001474.1	4048	17423	4	4186	10499.375	2176.1125	1248	0
3_po.27ac_peak_7203_lociStitched	2	24242309	24251157	3	3123	10868.8832	2547.3392	1249	0
4_po.27ac_peak_2448_lociStitched	1	169364395	169372499	4	3262	11386.9304	3086.8136	1250	0
3_po.27ac_peak_14942_lociStitched	5	36225784	36240437	3	3025	13914.4888	5615.0296	1251	0
3_po.27ac_peak_14120_lociStitched	4	83095647	83100710	3	4235	9974.6163	1678.8908	1252	0
3_po.27ac_peak_7491_lociStitched	2	51733305	51741937	3	2687	11303.604	3012.568	1253	0
3_po.27ac_peak_7056_lociStitched	2	15314450	15321797	3	2859	10751.5998	2461.245	1254	0
2_po.27ac_peak_11803_lociStitched	3	39826351	39835593	2	1981	11846.3956	3559.0942	1255	0
4_po.27ac_peak_5858_lociStitched	17	6713554	6720478	4	3829	10833.2904	2548.032	1256	0
2_po.27ac_peak_17244_lociStitched	8	28350368	28364218	2	3537	12744.77	4468.01	1257	0
1_po.27ac_peak_13512_lociStitched	4	29812027	29816524	1	4498	9845.2821	1568.5536	1258	0
3_po.27ac_peak_670_lociStitched	1	45383894	45390315	3	4192	10771.2275	2494.5585	1259	0
2_po.27ac_peak_1233_lociStitched	1	67546984	67555200	2	2381	11008.6184	2732.6416	1260	0
5_po.27ac_peak_8344_lociStitched	2	116623320	116629685	5	3546	10567.173	2293.946	1261	0
4_po.27ac_peak_14921_lociStitched	5	34507137	34525738	4	2957	14562.7229	6292.7183	1262	0
4_po.27ac_peak_3461_lociStitched	11	928310	948682	4	3266	15641.6216	7372.6268	1263	0
5_po.27ac_peak_11558_lociStitched	3	27364462	27371245	5	4073	10373.2419	2106.1215	1264	0
4_po.27ac_peak_10284_lociStitched	25	156687	175501	4	3394	14040.8882	5775.898	1265	0
4_po.27ac_peak_17536_lociStitched	9	10585089	10594025	4	3076	11729.3936	3468.0616	1266	0
3_po.27ac_peak_15704_lociStitched	6	16463699	16473807	3	2557	11712.1396	3453.9036	1267	0
6_po.27ac_peak_17667_lociStitched	9	17618616	17628767	6	2477	11596.5024	3340.6941	1268	0
2_po.27ac_peak_17518_lociStitched	9	10109805	10120458	2	1872	11850.3972	3602.8446	1269	0
3_po.27ac_peak_2235_lociStitched	1	144644996	144654171	3	3195	11045.7825	2812.1375	1270	0
6_po.27ac_peak_14899_lociStitched	5	29989465	29996888	6	3320	10841.2915	2607.6999	1271	0
4_po.27ac_peak_17622_lociStitched	9	15678193	15684057	4	3787	10689.4856	2465.2256	1272	0
2_po.27ac_peak_1874_lociStitched	1	109320526	109330180	2	3205	11052.8646	2830.5528	1273	0
3_po.27ac_peak_4409_lociStitched	13	2442463	2452897	3	2462	11615.1288	3394.1802	1274	0
5_po.27ac_peak_10599_lociStitched	26	4980526	4989769	5	3450	12002.9598	3787.7814	1275	0
4_po.27ac_peak_15651_lociStitched	6	12608606	12614592	4	5008	9823.6246	1611.4312	1276	0
4_po.27ac_peak_1716_lociStitched	1	91739218	91749502	4	2796	11620.92	3418.4016	1277	0
2_po.27ac_peak_9899_lociStitched	23	4454255	4457762	2	3307	9589.8915	1395.4353	1278	0
4_po.27ac_peak_4721_lociStitched	13	16687744	16704846	4	3164	13765.3998	5571.8316	1279	0
4_po.27ac_peak_1841_lociStitched	1	106003632	106010681	4	3330	10710.2506	2517.1979	1280	0
4_po.27ac_peak_13074_lociStitched	4	5214361	5220059	4	4024	10336.172	2156.693	1281	0
2_po.27ac_peak_11829_lociStitched	3	42504741	42516851	2	747	12705.812	4527.929	1282	0
3_po.27ac_peak_17115_lociStitched	8	21246181	21258540	3	1349	13200.6479	5041.2361	1283	0
4_po.27ac_peak_10772_lociStitched	27	5623143	5630544	4	3184	11180.6907	3038.1105	1284	0
5_po.27ac_peak_1807_lociStitched	1	105348174	105357183	5	1903	11680.1685	3538.7352	1285	0
3_po.27ac_peak_6265_lociStitched	18	7027002	7040501	3	1605	12788.9526	4647.7057	1286	0
3_po.27ac_peak_1800_lociStitched	1	105301832	105307811	3	3831	10069.8318	1932.4128	1287	0
2_po.27ac_peak_1501_lociStitched	1	78585725	78599038	2	1566	12796.4556	4662.2126	1288	0
3_po.27ac_peak_2473_lociStitched	1	170526205	170538661	3	2370	11841.9192	3711.888	1289	0
3_po.27ac_peak_3566_lociStitched	11	3784101	3798166	3	2422	12652.874	4523.304	1290	0
2_po.27ac_peak_8044_lociStitched	2	99076972	99089114	2	3115	12338.7004	4212.0598	1291	0
5_po.27ac_peak_10212_lociStitched	24	5387871	5394742	5	4025	10746.244	2619.9123	1292	0
2_po.27ac_peak_5398_lociStitched	15	6081363	6086633	2	4875	9957.665	1831.852	1293	0
4_po.27ac_peak_13348_lociStitched	4	17579501	17587722	4	2407	10924.0648	2800.8947	1294	0
3_po.27ac_peak_14618_lociStitched	5	17887812	17898531	3	2198	11676.2067	3553.3485	1295	0
2_po.27ac_peak_9385_lociStitched	21	1753118	1757761	2	4292	9735.9067	1615.764	1296	0
3_po.27ac_peak_16041_lociStitched	6	32938112	32948432	3	2317	12108.456	3995.904	1297	0
3_po.27ac_peak_11650_lociStitched	3	30570704	30579743	3	1476	11544.6108	3432.1083	1298	0
4_po.27ac_peak_8677_lociStitched	2	138994301	139002217	4	3676	10502.1572	2413.5884	1299	0
3_po.27ac_peak_15955_lociStitched	6	30179602	30192071	3	1538	10920.3502	2837.9444	1300	0
5_po.27ac_peak_9508_lociStitched	21	4191264	4202148	5	2382	11879.886	3802.8696	1301	0
3_po.27ac_peak_6384_lociStitched	18	10813421	10825443	3	1476	12537.7438	4462.5664	1302	0
4_po.27ac_peak_12576_lociStitched	3	100515085	100521438	4	4047	10309.0131	2240.0678	1303	0
2_po.27ac_peak_16436_lociStitched	7	20128345	20141673	2	2811	14244.9664	6176.1952	1304	0
6_po.27ac_peak_10022_lociStitched	24	56711	74413	6	2253	14297.9054	6243.4954	1305	0
6_po.27ac_peak_8480_lociStitched	2	127471732	127478543	6	3107	10416.0623	2366.8225	1306	0
4_po.27ac_peak_15164_lociStitched	5	48217398	48222864	4	3816	9791.2458	1746.9336	1307	0
4_po.27ac_peak_7936_lociStitched	2	90071588	90077292	4	4644	10053.8704	2014.6528	1308	0
3_po.27ac_peak_12600_lociStitched	3	102177811	102182347	3	2484	10142.9496	2109.6936	1309	0
2_po.27ac_peak_14296_lociStitched	5	3391886	3397209	2	4949	9429.1622	1398.3521	1310	0
2_po.27ac_peak_7470_lociStitched	2	50031750	50042442	2	2540	10838.4804	2811.996	1311	0
3_po.27ac_peak_9773_lociStitched	23	1405338	1417950	3	1486	12628.3956	4608.4248	1312	0
2_po.27ac_peak_8086_lociStitched	2	101260868	101265746	2	4451	9655.5132	1642.4226	1313	0
3_po.27ac_peak_14358_lociStitched	5	8074013	8082895	3	1760	11655.8486	3650.502	1314	0
2_po.27ac_peak_10842_lociStitched	28	1201741	1206186	2	3944	9390.0625	1385.5065	1315	0
3_po.27ac_peak_3896_lociStitched	12	2527592	2537574	3	1847	12080.2164	4076.6488	1316	0
4_po.27ac_peak_3236_lociStitched	10	16738834	16746181	4	3588	10617.1497	2614.7973	1317	0
2_po.27ac_peak_13931_lociStitched	4	63422376	63434927	2	2425	11855.6746	3859.4325	1318	0
2_po.27ac_peak_14819_lociStitched	5	28124326	28134236	2	2963	10963.433	2973.991	1319	0
5_po.27ac_peak_2299_lociStitched	1	154155675	154167400	5	2793	11618.3025	3638.2675	1320	0
4_po.27ac_peak_9893_lociStitched	23	4395947	4407412	4	2257	11710.351	3731.8575	1321	0
4_po.27ac_peak_16861_lociStitched	8	7995771	8001787	4	3245	10272.32	2302.3232	1322	0
4_po.27ac_peak_17293_lociStitched	9	958604	970690	4	2707	12106.5462	4143.0808	1323	0
4_po.27ac_peak_18439_lociStitched	Z	7484531	7496590	4	1518	9854.6148	1894.4689	1324	0
4_po.27ac_peak_48_lociStitched	1	1820194	1827409	4	2688	10661.6055	2705.625	1325	0
3_po.27ac_peak_1463_lociStitched	1	77172314	77179534	3	3092	10435.066	2481.514	1326	0
2_po.27ac_peak_17329_lociStitched	9	2542265	2546525	2	3913	9613.968	1660.548	1327	0
6_po.27ac_peak_3343_lociStitched	10	19652082	19660250	6	3066	10352.94	2405.476	1328	0
3_po.27ac_peak_2761_lociStitched	1	192890974	192901069	3	2362	11994.879	4052.133	1329	0
5_po.27ac_peak_16519_lociStitched	7	23805089	23811224	5	4437	10079.1915	2147.8635	1330	0
4_po.27ac_peak_14494_lociStitched	5	13642029	13648293	4	4375	10137.6576	2209.3128	1331	0
4_po.27ac_peak_3163_lociStitched	10	12712545	12717183	4	3788	9396.588	1469.7822	1332	0
6_po.27ac_peak_5815_lociStitched	17	5965197	5973337	6	3167	10473.738	2549.448	1333	0
5_po.27ac_peak_12772_lociStitched	32	40320	52783	5	2383	11464.7137	3561.9254	1334	0
4_po.27ac_peak_14263_lociStitched	5	2520853	2529386	4	3107	10882.1349	2995.9363	1335	0
4_po.27ac_peak_14743_lociStitched	5	25035177	25048891	4	3463	12689.5642	4814.9854	1336	0
3_po.27ac_peak_11474_lociStitched	3	21087849	21094477	3	2883	9737.8576	1864.4564	1337	0
3_po.27ac_peak_10332_lociStitched	25	2149070	2154777	3	3511	9701.9	1839.9368	1338	0
2_po.27ac_peak_16296_lociStitched	7	11445975	11454966	2	3642	10413.3762	2552.5449	1339	0
5_po.27ac_peak_9282_lociStitched	20	13432403	13440274	5	2427	10631.3597	2773.7404	1340	0
2_po.27ac_peak_16383_lociStitched	7	14249857	14264276	2	2054	12566.1585	4709.2454	1341	0
3_po.27ac_peak_10931_lociStitched	28	2863314	2872579	3	2159	11174.5165	3321.5025	1342	0
4_po.27ac_peak_1139_lociStitched	1	61385712	61397721	4	2864	11731.5921	3881.3088	1343	0
3_po.27ac_peak_17246_lociStitched	8	28724327	28731426	3	3076	10673.3465	2833.2109	1344	0
2_po.27ac_peak_4554_lociStitched	13	9343504	9355443	2	860	11961.6841	4124.9245	1345	0
3_po.27ac_peak_4273_lociStitched	12	16065215	16073285	3	1950	10611.243	2777.694	1346	0
3_po.27ac_peak_17435_lociStitched	9	8115695	8121918	3	3970	9949.9547	2118.9315	1347	0
5_po.27ac_peak_7383_lociStitched	2	43337479	43343504	5	3417	10253.9475	2432.895	1348	0
4_po.27ac_peak_17832_lociStitched	AADN04000639.1	90740	96635	4	4115	9478.5705	1662.9795	1349	0
5_po.27ac_peak_14522_lociStitched	5	15294502	15301483	5	3303	10216.6935	2408.445	1350	0
3_po.27ac_peak_14917_lociStitched	5	32507680	32518570	3	1513	11240.658	3434.706	1351	0
4_po.27ac_peak_17922_lociStitched	AADN04001130.1	5287	20644	4	1918	12575.8473	4785.2412	1352	0
2_po.27ac_peak_10545_lociStitched	26	3625200	3637621	2	1220	12141.5275	4351.0763	1353	0
3_po.27ac_peak_8649_lociStitched	2	138264862	138270984	3	3493	9520.3222	1735.587	1354	0
6_po.27ac_peak_14416_lociStitched	5	9657093	9663824	6	3594	10212.2732	2429.891	1355	0
2_po.27ac_peak_9224_lociStitched	20	12689502	12699326	2	1114	11394.8576	3627.0208	1356	0
4_po.27ac_peak_3326_lociStitched	10	19124781	19133238	4	2803	10876.5477	3113.0217	1357	0
2_po.27ac_peak_12314_lociStitched	3	76021798	76028270	2	3382	10062.0184	2307.268	1358	0
4_po.27ac_peak_18496_lociStitched	Z	14799744	14808267	4	2774	9163.9296	1420.7841	1359	0
2_po.27ac_peak_13424_lociStitched	4	25307575	25318472	2	1964	10835.9768	3096.9274	1360	0
3_po.27ac_peak_11131_lociStitched	3	4394358	4406965	3	991	12521.2724	4785.6172	1361	0
3_po.27ac_peak_14597_lociStitched	5	17243852	17250695	3	2755	9708.8484	1976.9427	1362	0
4_po.27ac_peak_12635_lociStitched	3	104960050	104969796	4	3044	10798.568	3069.99	1363	0
2_po.27ac_peak_18758_lociStitched	Z	65125247	65134967	2	2105	9385.632	1661.148	1364	0
2_po.27ac_peak_18002_lociStitched	AADN04002426.1	2526	10484	2	1381	21564.5884	13846.1242	1365	0
4_po.27ac_peak_14953_lociStitched	5	37708452	37714795	4	3728	10107.5705	2389.4081	1366	0
4_po.27ac_peak_12965_lociStitched	4	1985389	1998368	4	2132	12267.7508	4550.4374	1367	0
3_po.27ac_peak_7808_lociStitched	2	68369161	68374625	3	4698	9406.276	1704.768	1368	0
2_po.27ac_peak_10598_lociStitched	26	4901413	4906051	2	4128	9153.5568	1452.6216	1369	0
2_po.27ac_peak_10137_lociStitched	24	4044995	4054752	2	760	11226.4042	3527.1555	1370	0
